Title	URL	Assignees	Status	Estimated size	Real size	Labels
Calibration Guide	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/184		Product Backlog			backend, documentation
Run on real Hardware	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/174		Product Backlog			build
Video Stream From File	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/169		Product Backlog			backend, enhancement
Backend Logging	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/171		Product Backlog			backend, technical
Frontend Logging	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/172		Product Backlog			frontend, technical
Prometheus for Backend	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/179		Product Backlog			backend, build, technical
Add Ion-Sfu Support	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/164		Product Backlog			backend, build
Low Confidence Filter	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/185		Product Backlog			enhancement, frontend
Overlay Frame Smoothing	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/167		Product Backlog			backend, enhancement, frontend
Add Detection Threshold	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/170		Product Backlog			enhancement, frontend
Evaluate Apple Depth Pro	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/165		Product Backlog			backend, enhancement
Improve depth estimation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/166		Product Backlog			backend, enhancement, technical
Label Mapping in Backend	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/176		Product Backlog			backend, bug
UI Improvements	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/168		Product Backlog			enhancement, frontend
Refacor & Test: Object Tracking	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/183		Product Backlog			backend, chore
Refactor & Test: Drawing logic of frontend	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/182		Product Backlog			chore, frontend
Refactor & Test: Math functions	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/181		Product Backlog			backend, technical
Top Down Radar View	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/186		Product Backlog			enhancement, frontend
Video Router & Dispatching Service	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/56		Product Backlog	8		backend, research, sprint-5, sprint-6
Centralized Configuration	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/173		Product Backlog			backend, technical
Dark / Light Mode	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/175		Product Backlog			enhancement, frontend
Support Multiple Languages	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/177		Product Backlog			enhancement, frontend
Model quantization FP16 / INT8	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/178		Product Backlog			backend, enhancement, technical
Tensor IO Binding	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/197		Product Backlog			backend, technical
Optimize Preprocessing	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/199		Product Backlog			backend, technical
Optimize Postprocessing	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/200		Product Backlog			backend, technical
Align Model Inputs	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/201		Product Backlog			backend, technical
Create Demo Day Slide	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/196		Product Backlog			chore
Finalize User Facing Documentation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/191		Product Backlog			chore
Finalize Design Documentation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/192		Product Backlog			chore
Finalize Build Documentation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/193		Product Backlog			chore
Update Architecture Diagrams	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/194		Product Backlog			chore
Create Demo Day Video	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/195		Product Backlog			chore
Seperate Model Loading	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/76		Product Backlog			backend, EPIC
REFACTORING	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/180		Product Backlog			EPIC
Performance	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/198		Product Backlog			EPIC
